,coef,odds_ratio,pvalue,pr_sq,N,major_city,state,isp,model,intercept,probability_treatment,probability_exposure,odds_directional,is_coef_positive,probability_delta,perc_probability
"C(income_level, Treatment('Upper Income'))[T.Low]",1.211604027316304,3.358868049940507,4.125960400776406e-53,0.14859378786120214,15449,Kansas City,MO,AT&T,income_level_controls,-0.8627793026063695,0.2967589969463164,0.5863325487379337,3.358868049940507,True,0.2895735517916173,1.97578693408241
"C(income_level, Treatment('Upper Income'))[T.Low]",1.5250606474672768,4.595422261576845,2.266412213942452e-16,0.07294661714805983,6252,Little Rock,AR,AT&T,income_level_controls,-3.644614224890839,0.0254660236754903,0.10721079306296803,4.595422261576845,True,0.08174476938747774,4.209954189516942
"C(income_level, Treatment('Upper Income'))[T.Low]",0.8227469811340878,2.2767454320888776,3.7995213846656965e-68,0.07237443988935821,35347,Los Angeles,CA,AT&T,income_level_controls,-2.004321598274394,0.11874992809998434,0.23476919400846566,2.2767454320888776,True,0.11601926590848131,1.9770049360433812
"C(income_level, Treatment('Upper Income'))[T.Low]",1.4721343026304767,4.358527638037773,3.3138128339899423e-25,0.151817740965838,8750,Louisville,KY,AT&T,income_level_controls,-1.3242858619153686,0.2101061214929734,0.5368949269707409,4.358527638037773,True,0.32678880547776756,2.5553511870842676
"C(income_level, Treatment('Upper Income'))[T.Low]",1.1392779108504398,3.1245113746487245,1.7063274740498194e-25,0.05811211058934007,14475,Milwaukee,WI,AT&T,income_level_controls,-2.986152376650059,0.04805539776459254,0.13624028834649865,3.1245113746487245,True,0.08818489058190611,2.8350673323711657
"C(income_level, Treatment('Upper Income'))[T.Low]",1.4982965701386535,4.47406132585468,1.0868489559873688e-34,0.0981467610199439,8428,Nashville,TN,AT&T,income_level_controls,-3.3421447573246694,0.03415333809291889,0.1365968096007759,4.47406132585468,True,0.10244347150785699,3.999515632385488
"C(income_level, Treatment('Upper Income'))[T.Low]",1.6307638669286126,5.1077748890579935,2.2913838661434063e-50,0.09181703477346159,8066,New Orleans,LA,AT&T,income_level_controls,-2.2136259601909076,0.09853352927608627,0.3582742922804011,5.1077748890579935,True,0.2597407630043148,3.636064747833537
"C(income_level, Treatment('Upper Income'))[T.Low]",2.781899781861342,16.149672678228782,2.552253417980531e-139,0.20962605685907543,16951,Oklahoma City,OK,AT&T,income_level_controls,-2.4123346967081147,0.08223693722097747,0.5913538834940711,16.149672678228782,True,0.5091169462730937,7.190854906294166
"C(income_level, Treatment('Upper Income'))[T.Low]",1.8832941973492812,6.575128998067274,1.075946449177006e-56,0.12518139162888953,11896,Wichita,KS,AT&T,income_level_controls,-3.106247285211849,0.04285029483853043,0.22741717953682797,6.575128998067274,True,0.18456688469829755,5.307248885772832
"C(income_level, Treatment('Upper Income'))[T.Low]",0.28280046880995807,1.326840389360969,0.00013044325046259248,0.04051852345230689,15801,Albuquerque,NM,CenturyLink,income_level_controls,-1.870694741737886,0.13346135559049446,0.16968036426418945,1.326840389360969,True,0.036219008673694986,1.2713819930379504
"C(income_level, Treatment('Upper Income'))[T.Low]",-0.1545722194247653,0.8567816136324224,0.24071525253871184,0.05039727369043434,3801,Billings,MT,CenturyLink,income_level_controls,0.8041215685882571,0.6908554335869485,0.6569089023530298,-0.8567816136324224,False,-0.033946531233918664,0.9508630466179199
"C(income_level, Treatment('Upper Income'))[T.Low]",0.2833848063487047,1.3276159385775905,0.0337457193061974,0.021707748797616166,8364,Boise,ID,CenturyLink,income_level_controls,-1.524540134651122,0.1787939341803118,0.22423494814369901,1.3276159385775905,True,0.045441013963387206,1.2541529955795951
"C(income_level, Treatment('Upper Income'))[T.Low]",1.9086684156889901,6.7441024757873125,5.755245982574068e-22,0.10348141583592796,2387,Cheyenne,WY,CenturyLink,income_level_controls,-0.9640075603037047,0.2760765324352508,0.720040166342564,6.7441024757873125,True,0.44396363390731314,2.6081179736326825
"C(income_level, Treatment('Upper Income'))[T.Low]",0.9050372612629004,2.472024032078767,4.0198731506143815e-29,0.051291156125050974,19543,Denver,CO,CenturyLink,income_level_controls,-3.2725640387906774,0.036524491284192794,0.08568269614521627,2.472024032078767,True,0.04915820486102348,2.3458970442197056
"C(income_level, Treatment('Upper Income'))[T.Low]",0.49744951290691547,1.644521586276146,4.2678324100759086e-07,0.031529045426833546,5709,Des Moines,IA,CenturyLink,income_level_controls,-1.2776851869547061,0.2179445135876664,0.31426909513146745,1.644521586276146,True,0.09632458154380105,1.441968370564443
"C(income_level, Treatment('Upper Income'))[T.Low]",0.48125109163987045,1.6180975246587996,0.010813314001396599,0.023799379366306606,2901,Fargo,ND,CenturyLink,income_level_controls,-3.038927692158029,0.04569791093921844,0.07191245424411083,1.6180975246587996,True,0.02621454330489239,1.5736486146983752
"C(income_level, Treatment('Upper Income'))[T.Low]",0.7925028203059981,2.2089180384930165,4.319342472553791e-37,0.053056673919645414,15656,Las Vegas,NV,CenturyLink,income_level_controls,-0.6184204494037531,0.3501407807349724,0.5434110183350425,2.2089180384930165,True,0.19327023760007006,1.5519786561119244
"C(income_level, Treatment('Upper Income'))[T.Low]",1.6747030517575459,5.337210038596369,2.5406914257229053e-50,0.24597904273018845,11583,Minneapolis,MN,CenturyLink,income_level_controls,-3.069609992723059,0.04437836443985756,0.19862554699657373,5.337210038596369,True,0.15424718255671616,4.4757293222411345
"C(income_level, Treatment('Upper Income'))[T.Low]",1.2832043036058394,3.608182935308407,2.636434497404878e-67,0.07188952493589507,13537,Omaha,NE,CenturyLink,income_level_controls,-5.060007151624327,0.006305502476936757,0.022383292949693715,3.608182935308407,True,0.01607779047275696,3.5498032126010086
"C(income_level, Treatment('Upper Income'))[T.Low]",0.7718377058325174,2.163738918002444,3.7094090321916444e-45,0.028287760224384728,32088,Phoenix,AZ,CenturyLink,income_level_controls,-2.1249118655326393,0.10669899413118472,0.20536823873700424,2.163738918002444,True,0.09866924460581952,1.924743906062575
"C(income_level, Treatment('Upper Income'))[T.Low]",-0.07040963711987387,0.9320119550053326,0.27870949468420325,0.08752179833464502,19782,Portland,OR,CenturyLink,income_level_controls,-2.587340264253726,0.06995763695658654,0.06551295212591512,-0.9320119550053326,False,-0.004444684830671411,0.9364660525422029
"C(income_level, Treatment('Upper Income'))[T.Low]",-0.18585632249619444,0.8303928951897082,0.11885220873430513,0.17736962514472232,5195,Salt Lake City,UT,CenturyLink,income_level_controls,-2.2976338422215306,0.09131911485846912,0.07702371603903312,-0.8303928951897082,False,-0.014295398819436006,0.8434566646688185
"C(income_level, Treatment('Upper Income'))[T.Low]",0.7111256777616625,2.0362821665441517,3.1540698049827343e-28,0.22786906760060466,17938,Seattle,WA,CenturyLink,income_level_controls,-2.5292525652657925,0.0738327410087562,0.13965878343817212,2.0362821665441517,True,0.06582604242941592,1.8915562598659215
"C(income_level, Treatment('Upper Income'))[T.Low]",0.5559582545979577,1.7436110077579157,1.0767763914944065e-07,0.055052419749287096,5782,Sioux Falls,SD,CenturyLink,income_level_controls,-1.3804058097236112,0.20094383283857353,0.3048203838135664,1.7436110077579157,True,0.10387655097499288,1.516943214965155
"C(income_level, Treatment('Upper Income'))[T.Low]",1.923352887326437,6.84386675749021,1.668959686024939e-11,0.314347134355513,9536,Boston,MA,Verizon,income_level_controls,-2.344234701308839,0.08752512136768907,0.396305759061495,6.84386675749021,True,0.3087806376938059,4.527908706308815
"C(income_level, Treatment('Upper Income'))[T.Low]",0.8820461957729099,2.4158379297682697,5.879607105662858e-08,0.060919382092219254,4535,Newark,NJ,Verizon,income_level_controls,-2.3758307758311132,0.08503438542023248,0.1833543620440739,2.4158379297682697,True,0.09831997662384143,2.1562378693978057
"C(income_level, Treatment('Upper Income'))[T.Low]",0.7656767213302307,2.1504491371659884,2.488723270119136e-10,0.02408400704185576,44096,Philadelphia,PA,Verizon,income_level_controls,-5.4091226105638,0.004455623867314074,0.009532728036095233,2.1504491371659884,True,0.005077104168781159,2.1394822184220237
"C(income_level, Treatment('Upper Income'))[T.Low]",1.1051003902932277,3.019527584851012,1.3767775465282517e-48,0.04972603764781658,13231,Virginia Beach,VA,Verizon,income_level_controls,-1.347045902253773,0.20635375027973857,0.4398069657364978,3.019527584851012,True,0.23345321545675923,2.131325285536531
"C(income_level, Treatment('Upper Income'))[T.Low]",1.714578269380181,5.554332586230029,1.0302623948523157e-87,0.056679367707646366,15120,Washington,DC,Verizon,income_level_controls,-1.9041572447883426,0.12963867941425422,0.45274669583284116,5.554332586230029,True,0.32310801641858694,3.4923735560905453
"C(income_level, Treatment('Upper Income'))[T.Low]",0.9436051617437421,2.5692272216974987,3.4536054493181853e-10,0.07105889649318875,9208,Atlanta,GA,EarthLink,income_level_controls,-3.5813694754716563,0.027083608024663527,0.06674716608170682,2.5692272216974987,True,0.03966355805704329,2.464485751710921
"C(income_level, Treatment('Upper Income'))[T.Low]",1.5568192555954565,4.743708698405691,1.098422445400649e-22,0.13741375038838743,3132,Charleston,SC,EarthLink,income_level_controls,-0.7724860522453636,0.3159415687635206,0.6866132662053196,4.743708698405691,True,0.370671697441799,2.1732286412720936
"C(income_level, Treatment('Upper Income'))[T.Low]",-0.0963142470313353,0.9081785787998378,0.3991328911855876,0.03436207197254826,15222,Charlotte,NC,EarthLink,income_level_controls,-2.489676794074113,0.07658505127640904,0.07004547317720751,-0.9081785787998378,False,-0.006539578099201526,0.9146102536956067
"C(income_level, Treatment('Upper Income'))[T.Low]",0.955472347188923,2.599898347607073,4.276603158781708e-70,0.06957788199166781,27829,Chicago,IL,EarthLink,income_level_controls,-3.158735080560985,0.04074846806870582,0.09945787697326368,2.599898347607073,True,0.05870940890455786,2.44077585458104
"C(income_level, Treatment('Upper Income'))[T.Low]",0.16187187333858277,1.175709591925294,0.00790651185367045,0.004665003263306877,22597,Columbus,OH,EarthLink,income_level_controls,0.428549961758915,0.6055273595840046,0.6434619283991709,1.175709591925294,True,0.037934568815166325,1.062647159066813
"C(income_level, Treatment('Upper Income'))[T.Low]",0.6789681172119992,1.9718419722864011,2.3532807803065746e-37,0.04312382998343944,19765,Detroit,MI,EarthLink,income_level_controls,-0.48438266421731097,0.38121775833631166,0.5484934487518065,1.9718419722864011,True,0.16727569041549484,1.4387930172652754
"C(income_level, Treatment('Upper Income'))[T.Low]",1.146435190353193,3.1469545962641328,2.836650698655722e-81,0.034317839047742105,45981,Houston,TX,EarthLink,income_level_controls,-3.399389936608523,0.03231453612590994,0.09509489911492905,3.1469545962641328,True,0.06278036298901911,2.942790165528062
"C(income_level, Treatment('Upper Income'))[T.Low]",0.7748638810157272,2.170296688495683,0.0007376736894575595,0.01023364139666072,3789,Huntsville,AL,EarthLink,income_level_controls,-2.0220365692903957,0.11690856941919622,0.22318994370647194,2.170296688495683,True,0.10628137428727572,1.9090982364704607
"C(income_level, Treatment('Upper Income'))[T.Low]",0.5362230572656912,1.709537826813002,1.6010638781949064e-08,0.024676293147300243,10645,Indianapolis,IN,EarthLink,income_level_controls,-2.1815644581559503,0.1014182658265448,0.1617395670024796,1.709537826813002,True,0.0603213011759348,1.5947774859323867
"C(income_level, Treatment('Upper Income'))[T.Low]",-0.17955244777592386,0.8356441221181367,0.018001547025151752,0.010964454744048058,18273,Jacksonville,FL,EarthLink,income_level_controls,-2.081674563188896,0.11089075722315817,0.09438543573691532,-0.8356441221181367,False,-0.01650532148624284,0.8511569232679393
"C(income_level, Treatment('Upper Income'))[T.Low]",0.6276358868740439,1.8731769383278167,8.745276592884754e-19,0.04126693390979341,13405,Kansas City,MO,EarthLink,income_level_controls,0.38805642011007374,0.5958147345816601,0.7341326642119497,1.8731769383278167,True,0.13831792963028955,1.232149226264783
"C(income_level, Treatment('Upper Income'))[T.Low]",-0.04326853364865134,0.9576541931609287,0.9049462986640298,0.030344193277031528,11928,Las Vegas,NV,EarthLink,income_level_controls,-1.7839783110988539,0.14381258807735808,0.1385665790793762,-0.9576541931609287,False,-0.005246008997981888,0.9635219067529748
"C(income_level, Treatment('Upper Income'))[T.Low]",0.5861054534741625,1.7969763618293872,0.00043561510320457773,0.042951047163332756,5290,Little Rock,AR,EarthLink,income_level_controls,-1.9132887673866734,0.12861182687414205,0.2096256598014158,1.7969763618293872,True,0.08101383292727374,1.6299096661347707
"C(income_level, Treatment('Upper Income'))[T.Low]",0.8701023497168127,2.3871551656766186,1.0000391250071361e-65,0.07613285515736723,30510,Los Angeles,CA,EarthLink,income_level_controls,-2.156092122606566,0.10376330799042234,0.21653235679493454,2.3871551656766186,True,0.1127690488045122,2.0867911884123926
"C(income_level, Treatment('Upper Income'))[T.Low]",1.0024072366181818,2.724833258272245,4.167992100874852e-15,0.09883387472236982,7821,Louisville,KY,EarthLink,income_level_controls,-2.0494850096958133,0.11410442852814241,0.25978664329706586,2.724833258272245,True,0.14568221476892346,2.276744615858558
"C(income_level, Treatment('Upper Income'))[T.Low]",0.915883924874032,2.4989831893365633,2.8830800925776962e-18,0.035881567568531225,13031,Milwaukee,WI,EarthLink,income_level_controls,-2.836526183460071,0.055381989447784864,0.12778996326249775,2.4989831893365633,True,0.0724079738147129,2.307428182640142
"C(income_level, Treatment('Upper Income'))[T.Low]",0.6771542871449306,1.968268627729145,3.4996458406019535e-11,0.04563918164632619,8245,Nashville,TN,EarthLink,income_level_controls,-1.8354012478551747,0.1375960872411284,0.2389859674483419,1.968268627729145,True,0.10138988020721351,1.736866012981417
"C(income_level, Treatment('Upper Income'))[T.Low]",1.9547076955567055,7.061854510531396,1.3802198040050588e-61,0.10211335681964773,7370,New Orleans,LA,EarthLink,income_level_controls,-3.417310641955106,0.031758822618203446,0.18806953414377225,7.061854510531396,True,0.1563107115255688,5.9218043566884315
"C(income_level, Treatment('Upper Income'))[T.Low]",0.922687511361304,2.516043206439125,2.726440747392499e-20,0.07740759990848733,13654,Oklahoma City,OK,EarthLink,income_level_controls,-1.6622983290340627,0.1594537148238391,0.323089253082606,2.516043206439125,True,0.1636355382587669,2.0262259392297493
"C(income_level, Treatment('Upper Income'))[T.Low]",0.7818630824449221,2.1855403165606853,3.849454626412463e-15,0.04041741085320849,10195,Wichita,KS,EarthLink,income_level_controls,-1.700906351876988,0.15434692738826006,0.2851528748466656,2.1855403165606853,True,0.13080594745840557,1.8474800870467794
