,coef,odds_ratio,pvalue,pr_sq,N,major_city,state,isp,model,intercept,probability_treatment,probability_exposure,odds_directional,is_coef_positive,probability_delta,perc_probability
internet_perc_broadband,0.32994557428103477,1.390892426083428,5.4763051449091194e-05,0.04460103578016805,19716,Charlotte,NC,AT&T,redlining_grade_minus_n_providers ,-2.174340052128743,0.10207854314733872,0.13653239389615307,1.390892426083428,True,0.03445385074881435,1.337522947394382
"C(redlining_grade, Treatment('rest'))[T.C]",1.065118614483897,2.9011830859859296,1.083726814725145e-06,0.22340231149481615,19716,Charlotte,NC,AT&T,redlining_grade_minus_internet_perc_broadband,-5.396828266836937,0.004510492353422454,0.012974504225381146,2.9011830859859296,True,0.008464011871958691,2.8765161780035835
"C(redlining_grade, Treatment('rest'))[T.D]",0.519281387575134,1.680819357929581,0.014061409836977101,0.22340231149481615,19716,Charlotte,NC,AT&T,redlining_grade_minus_internet_perc_broadband,-5.396828266836937,0.004510492353422454,0.0075581131768992504,1.680819357929581,True,0.0030476208234767963,1.6756736481693255
ppl_per_sq_mile_standard,-0.13018837496995492,0.8779300352988308,0.0016741804618975353,0.22340231149481615,19716,Charlotte,NC,AT&T,redlining_grade_minus_internet_perc_broadband,-5.396828266836937,0.004510492353422454,0.003962078214054658,-0.8779300352988308,False,-0.0005484141393677965,0.8784136860465637
n_providers,2.4216264569669708,11.264165103867672,4.295620591910485e-44,0.22340231149481615,19716,Charlotte,NC,AT&T,redlining_grade_minus_internet_perc_broadband,-5.396828266836937,0.004510492353422454,0.0485588297092438,11.264165103867672,True,0.044048337355821345,10.765749258481398
"C(income_level, Treatment('Upper Income'))[T.Low]",0.3109084468682435,1.364664276178415,2.3421927941098304e-21,0.0053620815723289805,42146,Chicago,IL,AT&T,income_level_alone,-1.238614988715329,0.22467715899919283,0.28339023900381616,1.364664276178415,True,0.05871308000462333,1.2613219797960604
"C(income_level, Treatment('Upper Income'))[T.Middle-Lower]",0.05618187792015004,1.0577900548971877,0.09586034241342715,0.0053620815723289805,42146,Chicago,IL,AT&T,income_level_alone,-1.238614988715329,0.22467715899919283,0.23461499849412726,1.0577900548971877,True,0.00993783949493443,1.0442316412545083
"C(income_level, Treatment('Upper Income'))[T.Middle-Upper]",-0.19209718468992873,0.8252266651969012,4.013230243903279e-08,0.0053620815723289805,42146,Chicago,IL,AT&T,income_level_alone,-1.238614988715329,0.22467715899919283,0.19298774362065474,-0.8252266651969012,False,-0.03168941537853809,0.8589557767256086
"C(income_level, Treatment('Upper Income'))[T.Low]",0.656136364602004,1.9273314246497442,5.881607834918853e-52,0.07536009853001413,42146,Chicago,IL,AT&T,income_level_controls,-2.9943077486736076,0.04768369357073716,0.08801057763492222,1.9273314246497442,True,0.04032688406418506,1.8457164503073045
"C(income_level, Treatment('Upper Income'))[T.Middle-Lower]",0.2764740264357671,1.3184727068374764,5.432635346060476e-13,0.07536009853001413,42146,Chicago,IL,AT&T,income_level_controls,-2.9943077486736076,0.04768369357073716,0.06192919457448578,1.3184727068374764,True,0.01424550100374862,1.2987499486090752
"C(income_level, Treatment('Upper Income'))[T.Middle-Upper]",0.043051225295559145,1.0439913722475078,0.25798995913269895,0.07536009853001413,42146,Chicago,IL,AT&T,income_level_controls,-2.9943077486736076,0.04768369357073716,0.049677158344658044,1.0439913722475078,True,0.001993464773920886,1.0418060058825696
ppl_per_sq_mile_standard,0.31133473750989926,1.3652461438019015,2.2527864860963122e-153,0.07536009853001413,42146,Chicago,IL,AT&T,income_level_controls,-2.9943077486736076,0.04768369357073716,0.06398558752865935,1.3652461438019015,True,0.01630189395792219,1.3418756546981596
n_providers,0.9420637044040961,2.5652699183301313,0.0,0.07536009853001413,42146,Chicago,IL,AT&T,income_level_controls,-2.9943077486736076,0.04768369357073716,0.1138258294010321,2.5652699183301313,True,0.06614213583029493,2.387101771639718
internet_perc_broadband,0.05082373336864951,1.0521374202185483,0.0014752931882261616,0.07536009853001413,42146,Chicago,IL,AT&T,income_level_controls,-2.9943077486736076,0.04768369357073716,0.050045380281409625,1.0521374202185483,True,0.002361686710672467,1.0495281831968193
"C(income_level, Treatment('Upper Income'))[T.Low]",0.6905069850790758,1.9947265735398747,3.3790802221692776e-59,0.058236828461686985,42146,Chicago,IL,AT&T,income_level_minus_ppl_per_sq_mile_standard,-3.1417047799200493,0.04141938009436819,0.07935100087629482,1.9947265735398747,True,0.03793162078192663,1.9157940243312381
"C(income_level, Treatment('Upper Income'))[T.Middle-Lower]",0.28889625533825203,1.3349532270732472,1.9680912366397704e-14,0.058236828461686985,42146,Chicago,IL,AT&T,income_level_minus_ppl_per_sq_mile_standard,-3.1417047799200493,0.04141938009436819,0.05453632244992648,1.3349532270732472,True,0.01311694235555829,1.3166861098759373
"C(income_level, Treatment('Upper Income'))[T.Middle-Upper]",0.06902962898508654,1.0714679551861073,0.06480951680951356,0.058236828461686985,42146,Chicago,IL,AT&T,income_level_minus_ppl_per_sq_mile_standard,-3.1417047799200493,0.04141938009436819,0.044248555760747196,1.0714679551861073,True,0.002829175666379004,1.0683056013859484
n_providers,1.0381547845957733,2.8240013130608372,0.0,0.058236828461686985,42146,Chicago,IL,AT&T,income_level_minus_ppl_per_sq_mile_standard,-3.1417047799200493,0.04141938009436819,0.1087522589604369,2.8240013130608372,True,0.0673328788660687,2.625637049918668
internet_perc_broadband,0.10023091047486028,1.105426143083072,1.7860324181525545e-10,0.058236828461686985,42146,Chicago,IL,AT&T,income_level_minus_ppl_per_sq_mile_standard,-3.1417047799200493,0.04141938009436819,0.045587001488574266,1.105426143083072,True,0.004167621394206074,1.1006200813414093
"C(income_level, Treatment('Upper Income'))[T.Low]",0.5705766659530858,1.7692870449077487,5.411151925521661e-42,0.037405396629415444,42146,Chicago,IL,AT&T,income_level_minus_n_providers ,-1.4029260100402294,0.19735220834899975,0.30314854300187777,1.7692870449077487,True,0.10579633465287802,1.5360787980937445
"C(income_level, Treatment('Upper Income'))[T.Middle-Lower]",0.19416565187375248,1.2142974169390715,1.9250461114214834e-07,0.037405396629415444,42146,Chicago,IL,AT&T,income_level_minus_n_providers ,-1.4029260100402294,0.19735220834899975,0.22992046478461253,1.2142974169390715,True,0.032568256435612786,1.1650260552342984
"C(income_level, Treatment('Upper Income'))[T.Middle-Upper]",-0.11663130190658647,0.8899132419998337,0.0015382684365935076,0.037405396629415444,42146,Chicago,IL,AT&T,income_level_minus_n_providers ,-1.4029260100402294,0.19735220834899975,0.17952671672344245,-0.8899132419998337,False,-0.0178254916255573,0.9096767562183317
ppl_per_sq_mile_standard,0.39671636256149667,1.4869341200485464,1.438735286376362e-252,0.037405396629415444,42146,Chicago,IL,AT&T,income_level_minus_n_providers ,-1.4029260100402294,0.19735220834899975,0.2677222837012827,1.4869341200485464,True,0.07037007535228296,1.3565710054170752
internet_perc_broadband,0.12090782436783519,1.1285208854470168,1.2526687346516636e-14,0.037405396629415444,42146,Chicago,IL,AT&T,income_level_minus_n_providers ,-1.4029260100402294,0.19735220834899975,0.21720687956053283,1.1285208854470168,True,0.019854671211533087,1.1006052649607136
"C(income_level, Treatment('Upper Income'))[T.Low]",0.5750898384276542,1.777290188698087,1.0454493915928614e-60,0.07523962010218099,42146,Chicago,IL,AT&T,income_level_minus_internet_perc_broadband,-2.9660931468370912,0.04898139253128578,0.08386131693043086,1.777290188698087,True,0.034879924399145085,1.7121056098367622
"C(income_level, Treatment('Upper Income'))[T.Middle-Lower]",0.23071100928147478,1.2594952044262873,8.222223446174492e-11,0.07523962010218099,42146,Chicago,IL,AT&T,income_level_minus_internet_perc_broadband,-2.9660931468370912,0.04898139253128578,0.06091754047132894,1.2594952044262873,True,0.011936147940043162,1.243687394808533
"C(income_level, Treatment('Upper Income'))[T.Middle-Upper]",0.01508204293894111,1.0151963508913762,0.6838497472767983,0.07523962010218099,42146,Chicago,IL,AT&T,income_level_minus_internet_perc_broadband,-2.9660931468370912,0.04898139253128578,0.04968874571646088,1.0151963508913762,True,0.0007073531851751053,1.0144412632761166
ppl_per_sq_mile_standard,0.3162688067422211,1.371999008646018,6.947500355127771e-161,0.07523962010218099,42146,Chicago,IL,AT&T,income_level_minus_internet_perc_broadband,-2.9660931468370912,0.04898139253128578,0.06599983702008062,1.371999008646018,True,0.017018444488794846,1.3474471347037489
n_providers,0.94994602519251,2.58557009990114,0.0,0.07523962010218099,42146,Chicago,IL,AT&T,income_level_minus_internet_perc_broadband,-2.9660931468370912,0.04898139253128578,0.11751797480045781,2.58557009990114,True,0.06853658226917203,2.3992371128565977
"C(race_quantile, Treatment('most white'))[T.more white]",-0.032332419809868326,0.9681846848108052,0.32507077680426344,0.0009371149472986451,42146,Chicago,IL,AT&T,race_quantile_alone,-1.2067695487663193,0.23027314112291303,0.22459233978005327,-0.9681846848108052,False,-0.005680801342859754,0.9753301608899863
"C(race_quantile, Treatment('most white'))[T.less white]",-0.02995224455586068,0.9704918787125839,0.3619685734981054,0.0009371149472986451,42146,Chicago,IL,AT&T,race_quantile_alone,-1.2067695487663193,0.23027314112291303,0.22500712047849603,-0.9704918787125839,False,-0.005266020644417002,0.9771314161141956
"C(race_quantile, Treatment('most white'))[T.least white]",0.14868215543125207,1.160304134225755,3.686615565968477e-06,0.0009371149472986451,42146,Chicago,IL,AT&T,race_quantile_alone,-1.2067695487663193,0.23027314112291303,0.25767512593859876,1.160304134225755,True,0.02740198481568573,1.1189977462506553
"C(race_quantile, Treatment('most white'))[T.more white]",0.19180233947941097,1.211431041207966,9.07425285099216e-08,0.06761240016177494,42146,Chicago,IL,AT&T,race_quantile_controls,-2.9190758323888755,0.05121859244964279,0.06138306329117677,1.211431041207966,True,0.010164470841533983,1.1984527562237777
"C(race_quantile, Treatment('most white'))[T.less white]",0.33829310796560425,1.4025515421921935,3.443127020740485e-19,0.06761240016177494,42146,Chicago,IL,AT&T,race_quantile_controls,-2.9190758323888755,0.05121859244964279,0.07038549892813084,1.4025515421921935,True,0.019166906478488052,1.3742177510507072
"C(race_quantile, Treatment('most white'))[T.least white]",0.4999063948541556,1.648566949127887,3.8645588305567497e-35,0.06761240016177494,42146,Chicago,IL,AT&T,race_quantile_controls,-2.9190758323888755,0.05121859244964279,0.08172256252963017,1.648566949127887,True,0.030503970079987383,1.595564396073132
ppl_per_sq_mile_standard,0.34591058916431006,1.4132762479580425,3.744863778552243e-179,0.06761240016177494,42146,Chicago,IL,AT&T,race_quantile_controls,-2.9190758323888755,0.05121859244964279,0.0708855552952944,1.4132762479580425,True,0.019666962845651614,1.383980931631181
n_providers,0.9022747044008287,2.465204349343569,0.0,0.06761240016177494,42146,Chicago,IL,AT&T,race_quantile_controls,-2.9190758323888755,0.05121859244964279,0.11745016640172605,2.465204349343569,True,0.06623157395208326,2.2931158547006336
internet_perc_broadband,-0.016929216629619243,0.98321327732145,0.22978597697728897,0.06761240016177494,42146,Chicago,IL,AT&T,race_quantile_controls,-2.9190758323888755,0.05121859244964279,0.0504021355105954,-0.98321327732145,False,-0.0008164569390473886,0.9840593639926729
"C(race_quantile, Treatment('most white'))[T.more white]",0.13545535394586083,1.1450580723685222,9.555080216002232e-05,0.04851405689631039,42146,Chicago,IL,AT&T,race_quantile_minus_ppl_per_sq_mile_standard,-2.9215235645226847,0.05109977487901185,0.05808168303042592,1.1450580723685222,True,0.006981908151414071,1.1366328553882092
"C(race_quantile, Treatment('most white'))[T.less white]",0.1449524500167688,1.1559846019127233,6.565913660259342e-05,0.04851405689631039,42146,Chicago,IL,AT&T,race_quantile_minus_ppl_per_sq_mile_standard,-2.9215235645226847,0.05109977487901185,0.058603437925125505,1.1559846019127233,True,0.007503663046113655,1.1468433679772556
"C(race_quantile, Treatment('most white'))[T.least white]",0.16932865877506126,1.1845093743576702,7.926527777710075e-06,0.04851405689631039,42146,Chicago,IL,AT&T,race_quantile_minus_ppl_per_sq_mile_standard,-2.9215235645226847,0.05109977487901185,0.05996280976612737,1.1845093743576702,True,0.008863034887115519,1.1734456738429941
n_providers,1.0121355934541363,2.7514707680444506,0.0,0.04851405689631039,42146,Chicago,IL,AT&T,race_quantile_minus_ppl_per_sq_mile_standard,-2.9215235645226847,0.05109977487901185,0.12904962602383607,2.7514707680444506,True,0.07794985114482422,2.525444120436634
internet_perc_broadband,-0.04015706853074967,0.9606385412177244,0.0038247229033102183,0.04851405689631039,42146,Chicago,IL,AT&T,race_quantile_minus_ppl_per_sq_mile_standard,-2.9215235645226847,0.05109977487901185,0.04918734674083547,-0.9606385412177244,False,-0.0019124281381763808,0.9625746269390735
"C(race_quantile, Treatment('most white'))[T.more white]",0.06769462563165966,1.0700384962513827,0.050923068392341786,0.03268878339249481,42146,Chicago,IL,AT&T,race_quantile_minus_n_providers ,-1.4371021188192834,0.19199450323066605,0.20271559168798925,1.0700384962513827,True,0.010721088457323197,1.055840601042847
"C(race_quantile, Treatment('most white'))[T.less white]",0.22235734065168133,1.2490176229001175,1.2593528520795077e-09,0.03268878339249481,42146,Chicago,IL,AT&T,race_quantile_minus_n_providers ,-1.4371021188192834,0.19199450323066605,0.2288625940264786,1.2490176229001175,True,0.03686809079581255,1.1920268037648896
"C(race_quantile, Treatment('most white'))[T.least white]",0.5709860914968603,1.7700115845305966,6.103833787462354e-48,0.03268878339249481,42146,Chicago,IL,AT&T,race_quantile_minus_n_providers ,-1.4371021188192834,0.19199450323066605,0.2960631181015745,1.7700115845305966,True,0.10406861487090843,1.5420395538401341
ppl_per_sq_mile_standard,0.4330075801935799,1.5418879084651593,3.384893281780827e-290,0.03268878339249481,42146,Chicago,IL,AT&T,race_quantile_minus_n_providers ,-1.4371021188192834,0.19199450323066605,0.26813714824404805,1.5418879084651593,True,0.076142645013382,1.3965876300213798
internet_perc_broadband,0.06750075284096617,1.0698310650102516,8.023776217256967e-07,0.03268878339249481,42146,Chicago,IL,AT&T,race_quantile_minus_n_providers ,-1.4371021188192834,0.19199450323066605,0.20268425938952417,1.0698310650102516,True,0.010689756158858116,1.055677407316267
"C(race_quantile, Treatment('most white'))[T.more white]",0.19937820832966302,1.2206435361624375,1.523410927311071e-08,0.06765406422802833,42146,Chicago,IL,AT&T,race_quantile_minus_internet_perc_broadband,-2.9237551755267512,0.05099167554831534,0.061550159322546164,1.2206435361624375,True,0.010558483774230826,1.2070628913581494
"C(race_quantile, Treatment('most white'))[T.less white]",0.3535290417019133,1.4240843441838462,1.7283723315471042e-23,0.06765406422802833,42146,Chicago,IL,AT&T,race_quantile_minus_internet_perc_broadband,-2.9237551755267512,0.05099167554831534,0.07107937167656035,1.4240843441838462,True,0.020087696128245014,1.3939406954613922
"C(race_quantile, Treatment('most white'))[T.least white]",0.5237415886106648,1.688332893654463,8.848817479591563e-50,0.06765406422802833,42146,Chicago,IL,AT&T,race_quantile_minus_internet_perc_broadband,-2.9237551755267512,0.05099167554831534,0.08317166042951676,1.688332893654463,True,0.032179984881201426,1.6310831039609677
ppl_per_sq_mile_standard,0.346691147522296,1.4143798231919342,1.8762849071123164e-181,0.06765406422802833,42146,Chicago,IL,AT&T,race_quantile_minus_internet_perc_broadband,-2.9237551755267512,0.05099167554831534,0.07062920743766492,1.4143798231919342,True,0.01963753188934958,1.385112504701728
n_providers,0.8979158513743453,2.4544822708629117,0.0,0.06765406422802833,42146,Chicago,IL,AT&T,race_quantile_minus_internet_perc_broadband,-2.9237551755267512,0.05099167554831534,0.11651654095310225,2.4544822708629117,True,0.06552486540478691,2.285011027784352
"C(redlining_grade, Treatment('rest'))[T.C]",0.06706677761025732,1.0693668855554723,0.07806976606113629,0.0051988073901753085,42146,Chicago,IL,AT&T,redlining_grade_alone,-1.4000490948172046,0.1978083209509612,0.20866648286003142,1.0693668855554723,True,0.010858161909070213,1.0548923415196576
"C(redlining_grade, Treatment('rest'))[T.D]",0.4567455636969825,1.5789270967637126,1.3813692062424436e-27,0.0051988073901753085,42146,Chicago,IL,AT&T,redlining_grade_alone,-1.4000490948172046,0.1978083209509612,0.28023352793995027,1.5789270967637126,True,0.08242520698898906,1.4166923140175844
"C(redlining_grade, Treatment('rest'))[T.C]",0.08749427600258261,1.0914360170481288,0.027530666997209286,0.06491456036670451,42146,Chicago,IL,AT&T,redlining_grade_controls,-2.710240447742765,0.06237178814397888,0.06768878499974267,1.0914360170481288,True,0.005316996855763784,1.0852468241489253
"C(redlining_grade, Treatment('rest'))[T.D]",0.49024865431608544,1.6327221528950844,2.685413747549828e-29,0.06491456036670451,42146,Chicago,IL,AT&T,redlining_grade_controls,-2.710240447742765,0.06237178814397888,0.09796952952236204,1.6327221528950844,True,0.03559774137838316,1.5707346612575772
ppl_per_sq_mile_standard,0.34673034544162623,1.4144352650247412,1.4891095272100362e-164,0.06491456036670451,42146,Chicago,IL,AT&T,redlining_grade_controls,-2.710240447742765,0.06237178814397888,0.08599789130601276,1.4144352650247412,True,0.023626103162033882,1.3787947061497652
n_providers,0.7848914830506941,2.192169040328717,4.085230521250369e-200,0.06491456036670451,42146,Chicago,IL,AT&T,redlining_grade_controls,-2.710240447742765,0.06237178814397888,0.12726627367560894,2.192169040328717,True,0.06489448553163006,2.0404461289746543
internet_perc_broadband,-0.12801570729143025,0.8798395591397394,8.079311662417087e-23,0.06491456036670451,42146,Chicago,IL,AT&T,redlining_grade_controls,-2.710240447742765,0.06237178814397888,0.05529155587010006,-0.8798395591397394,False,-0.007080232273878821,0.8864834168689403
"C(redlining_grade, Treatment('rest'))[T.C]",0.16241448746419507,1.1763477216709406,2.9889368551052976e-05,0.043549247690483295,42146,Chicago,IL,AT&T,redlining_grade_minus_ppl_per_sq_mile_standard,-2.916278137272111,0.05135471796241589,0.059868816259231135,1.1763477216709406,True,0.008514098296815244,1.1657899923244892
"C(redlining_grade, Treatment('rest'))[T.D]",0.41631386942657245,1.5163617337747963,2.5996450454537324e-22,0.043549247690483295,42146,Chicago,IL,AT&T,redlining_grade_minus_ppl_per_sq_mile_standard,-2.916278137272111,0.05135471796241589,0.07586068501603561,1.5163617337747963,True,0.024505967053619723,1.477190178934572
n_providers,0.9336544835077446,2.5437884447447843,3.3130313485722066e-302,0.043549247690483295,42146,Chicago,IL,AT&T,redlining_grade_minus_ppl_per_sq_mile_standard,-2.916278137272111,0.05135471796241589,0.12103943264267407,2.5437884447447843,True,0.06968471468025818,2.35692916727256
internet_perc_broadband,-0.08332592744429243,0.9200512284014016,5.956575539333796e-11,0.043549247690483295,42146,Chicago,IL,AT&T,redlining_grade_minus_ppl_per_sq_mile_standard,-2.916278137272111,0.05135471796241589,0.04744376341666868,-0.9200512284014016,False,-0.0039109545457472125,0.9238442990065789
"C(redlining_grade, Treatment('rest'))[T.C]",-0.00491398167430207,0.995098072181421,0.9001767514370217,0.04016280153763774,42146,Chicago,IL,AT&T,redlining_grade_minus_n_providers ,-1.4461810610689187,0.19059000033640874,0.18983309508016175,-0.995098072181421,False,-0.000756905256246998,0.9960286203110814
"C(redlining_grade, Treatment('rest'))[T.D]",0.531749450284996,1.7019071076028012,5.61700597190194e-35,0.04016280153763774,42146,Chicago,IL,AT&T,redlining_grade_minus_n_providers ,-1.4461810610689187,0.19059000033640874,0.28609384928406334,1.7019071076028012,True,0.0955038489476546,1.5010958013488724
ppl_per_sq_mile_standard,0.43623287251430526,1.546868976077344,6.973670485196729e-266,0.04016280153763774,42146,Chicago,IL,AT&T,redlining_grade_minus_n_providers ,-1.4461810610689187,0.19059000033640874,0.266989990466839,1.546868976077344,True,0.07639999013043028,1.4008604333678436
internet_perc_broadband,-0.06838893651523326,0.9338971762186843,7.894247281529213e-08,0.04016280153763774,42146,Chicago,IL,AT&T,redlining_grade_minus_n_providers ,-1.4461810610689187,0.19059000033640874,0.18026250703150296,-0.9338971762186843,False,-0.010327493304905788,0.9458130369553659
"C(redlining_grade, Treatment('rest'))[T.C]",0.09038093623574364,1.094591173737311,0.022378037145369373,0.062381180283511695,42146,Chicago,IL,AT&T,redlining_grade_minus_internet_perc_broadband,-2.6451745398675035,0.06628704772527212,0.07210510612530024,1.094591173737311,True,0.005818058400028123,1.0877706671164655
"C(redlining_grade, Treatment('rest'))[T.D]",0.48283089524936584,1.6206558212397788,1.324045405130112e-28,0.062381180283511695,42146,Chicago,IL,AT&T,redlining_grade_minus_internet_perc_broadband,-2.6451745398675035,0.06628704772527212,0.10318337685022624,1.6206558212397788,True,0.03689632912495412,1.5566144577425085
ppl_per_sq_mile_standard,0.3314318833535059,1.3929612591970026,5.617985395407117e-155,0.062381180283511695,42146,Chicago,IL,AT&T,redlining_grade_minus_internet_perc_broadband,-2.6451745398675035,0.06628704772527212,0.08999117752107884,1.3929612591970026,True,0.023704129795806717,1.3575982127616983
n_providers,0.7473635498285058,2.111426002589623,2.4597953951587788e-186,0.062381180283511695,42146,Chicago,IL,AT&T,redlining_grade_minus_internet_perc_broadband,-2.6451745398675035,0.06628704772527212,0.13035642774582018,2.111426002589623,True,0.06406938002054806,1.9665444791882234
"C(income_level, Treatment('Upper Income'))[T.Low]",1.286851273280255,3.6213658933658133,3.2466360645477135e-97,0.040482337196531826,24458,Columbus,OH,AT&T,income_level_alone,-2.6474469465788415,0.06614654002713821,0.2041435068216266,3.6213658933658133,True,0.1379969667944884,3.0862310672315107
"C(income_level, Treatment('Upper Income'))[T.Middle-Lower]",0.4904714792738845,1.6330860046760243,3.8412199620917224e-13,0.040482337196531826,24458,Columbus,OH,AT&T,income_level_alone,-2.6474469465788415,0.06614654002713821,0.10368118878757164,1.6330860046760243,True,0.03753464876043343,1.56744689510644
"C(income_level, Treatment('Upper Income'))[T.Middle-Upper]",0.10096516909796743,1.1062381098211485,0.16292755107271795,0.040482337196531826,24458,Columbus,OH,AT&T,income_level_alone,-2.6474469465788415,0.06614654002713821,0.07266319852324203,1.1062381098211485,True,0.006516658496103819,1.0985185089564806
"C(income_level, Treatment('Upper Income'))[T.Low]",0.8752276978989874,2.399421575022631,2.2415036871444455e-28,0.06461802242181147,24458,Columbus,OH,AT&T,income_level_controls,-4.985958458254786,0.006786849453470308,0.016131303313565878,2.399421575022631,True,0.00934445386009557,2.376847081132393
"C(income_level, Treatment('Upper Income'))[T.Middle-Lower]",0.23555888379221895,1.2656159033269978,0.0011613968234814908,0.06461802242181147,24458,Columbus,OH,AT&T,income_level_controls,-4.985958458254786,0.006786849453470308,0.00857408813471638,1.2656159033269978,True,0.0017872386812460709,1.2633384891618902
"C(income_level, Treatment('Upper Income'))[T.Middle-Upper]",0.019566839719710308,1.0197595250236213,0.790184803414115,0.06461802242181147,24458,Columbus,OH,AT&T,income_level_controls,-4.985958458254786,0.006786849453470308,0.006920026365484439,1.0197595250236213,True,0.0001331769120141305,1.019622788589488
ppl_per_sq_mile_standard,-0.29624471561061816,0.7436054338948715,7.084446866829845e-21,0.06461802242181147,24458,Columbus,OH,AT&T,income_level_controls,-4.985958458254786,0.006786849453470308,0.0050555353268821905,-0.7436054338948715,False,-0.0017313141265881179,0.7449016456814365
n_providers,1.2366057724756072,3.4439042096066306,6.474463655100911e-12,0.06461802242181147,24458,Columbus,OH,AT&T,income_level_controls,-4.985958458254786,0.006786849453470308,0.022991906220680723,3.4439042096066306,True,0.016205056767210416,3.3877141932070276
internet_perc_broadband,-0.32226033823813083,0.7245095482362964,9.059510882587298e-41,0.06461802242181147,24458,Columbus,OH,AT&T,income_level_controls,-4.985958458254786,0.006786849453470308,0.004926348084705274,-0.7245095482362964,False,-0.0018605013687650346,0.7258667100956973
"C(income_level, Treatment('Upper Income'))[T.Low]",0.6368016344543922,1.8904249299350486,2.4282018011374704e-17,0.058334783794462,24458,Columbus,OH,AT&T,income_level_minus_ppl_per_sq_mile_standard,-4.655747356461647,0.009417277388183503,0.017654615314022033,1.8904249299350486,True,0.00823733792583853,1.8747048203310308
"C(income_level, Treatment('Upper Income'))[T.Middle-Lower]",0.13741540768929017,1.1473046487156584,0.055181837314155685,0.058334783794462,24458,Columbus,OH,AT&T,income_level_minus_ppl_per_sq_mile_standard,-4.655747356461647,0.009417277388183503,0.010789518810939567,1.1473046487156584,True,0.0013722414227560643,1.1457153024374018
"C(income_level, Treatment('Upper Income'))[T.Middle-Upper]",-0.04039230904044079,0.9604125866955299,0.5813430716154955,0.058334783794462,24458,Columbus,OH,AT&T,income_level_minus_ppl_per_sq_mile_standard,-4.655747356461647,0.009417277388183503,0.009047844823704864,-0.9604125866955299,False,-0.0003694325644786386,0.9607707674680804
n_providers,1.1352662590997487,3.1120020314632373,5.343891555124633e-10,0.058334783794462,24458,Columbus,OH,AT&T,income_level_minus_ppl_per_sq_mile_standard,-4.655747356461647,0.009417277388183503,0.028735065761540366,3.1120020314632373,True,0.01931778837335686,3.0513135142006336
internet_perc_broadband,-0.3791041551302279,0.6844743174417902,3.4857346893469437e-60,0.058334783794462,24458,Columbus,OH,AT&T,income_level_minus_ppl_per_sq_mile_standard,-4.655747356461647,0.009417277388183503,0.006465094849212887,-0.6844743174417902,False,-0.0029521825389706158,0.6865142209068918
"C(income_level, Treatment('Upper Income'))[T.Low]",0.8626008112935764,2.3693148281286827,9.523046595929104e-28,0.06185448439270047,24458,Columbus,OH,AT&T,income_level_minus_n_providers ,-2.5002262328641494,0.07584232177840448,0.16278843089060216,2.3693148281286827,True,0.08694610911219768,2.1464062158623802
"C(income_level, Treatment('Upper Income'))[T.Middle-Lower]",0.2296839489402161,1.2582022909155641,0.0015045094965762576,0.06185448439270047,24458,Columbus,OH,AT&T,income_level_minus_n_providers ,-2.5002262328641494,0.07584232177840448,0.09359219868910035,1.2582022909155641,True,0.017749876910695864,1.234036570802214
"C(income_level, Treatment('Upper Income'))[T.Middle-Upper]",0.011636585742222637,1.0117045541904617,0.8741858289388335,0.06185448439270047,24458,Columbus,OH,AT&T,income_level_minus_n_providers ,-2.5002262328641494,0.07584232177840448,0.07666196946996352,1.0117045541904617,True,0.0008196476915590389,1.010807260014453
ppl_per_sq_mile_standard,-0.2785895210549049,0.7568505106609885,2.3157406644362316e-19,0.06185448439270047,24458,Columbus,OH,AT&T,income_level_minus_n_providers ,-2.5002262328641494,0.07584232177840448,0.058479725867914674,-0.7568505106609885,False,-0.01736259591048981,0.7710698261424577
internet_perc_broadband,-0.3197385498351678,0.72633891367968,2.454029767948008e-40,0.06185448439270047,24458,Columbus,OH,AT&T,income_level_minus_n_providers ,-2.5002262328641494,0.07584232177840448,0.05625480323749803,-0.72633891367968,False,-0.019587518540906457,0.7417336642443896
"C(income_level, Treatment('Upper Income'))[T.Low]",1.492629144384519,4.44877663270957,3.9588574819289605e-123,0.05397933941221855,24458,Columbus,OH,AT&T,income_level_minus_internet_perc_broadband,-5.041978480292576,0.006419476859867952,0.027940240122670875,4.44877663270957,True,0.021520763262802924,4.352416985462209
"C(income_level, Treatment('Upper Income'))[T.Middle-Lower]",0.5610354518883622,1.7524861762674953,1.4323500608638818e-16,0.05397933941221855,24458,Columbus,OH,AT&T,income_level_minus_internet_perc_broadband,-5.041978480292576,0.006419476859867952,0.011195961606446392,1.7524861762674953,True,0.00477648474657844,1.7440613699286225
"C(income_level, Treatment('Upper Income'))[T.Middle-Upper]",0.15935091484024683,1.1727494096540019,0.02823180804765801,0.05397933941221855,24458,Columbus,OH,AT&T,income_level_minus_internet_perc_broadband,-5.041978480292576,0.006419476859867952,0.007520098203293582,1.1727494096540019,True,0.0011006213434256295,1.171450317128843
ppl_per_sq_mile_standard,-0.3867812634110525,0.679239653243303,2.4787254812572695e-35,0.05397933941221855,24458,Columbus,OH,AT&T,income_level_minus_internet_perc_broadband,-5.041978480292576,0.006419476859867952,0.00436936024550792,-0.679239653243303,False,-0.0020501166143600327,0.6806411707507575
